Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
69.62,34,40183.75,114.53,Up-sized bi-directional infrastructure,Lake Hailey,Male,Namibia,3/11/2016 0:05,0
63.36,26,56694.12,131.68,Configurable dynamic secured line,East Kevinbury,Female,Senegal,7/11/2016 1:42,0
79.52,25,63430.33,141.89,Intuitive radical forecast,New Tina,Male,Ethiopia,3/17/2016 6:25,1
60.23,50,57868.44,163.48,Optimized upward-trending productivity,North Kimberly,Male,Iran,4/3/2016 21:13,1
41.73,23,56457.01,172.81,Phased clear-thinking encoding,Hubbardmouth,Male,United States Virgin Islands,3/9/2016 3:41,0
56.01,27,14548.06,239.32,Cloned incremental matrices,North Randy,Female,Monaco,3/23/2016 21:06,1
49.21,27,60812.77,165.62,Proactive actuating Graphical User Interface,East Maureen,Male,Switzerland,7/5/2016 0:54,1
46.61,38,47510.42,230.93,Profit-focused dedicated utilization,West Andrew,Female,Western Sahara,1/15/2016 19:40,1
39.96,26,35521.88,211.17,Extended systemic policy,Lake David,Male,Senegal,3/23/2016 5:27,0
87.35,31,56180.93,204.79,Sharable secondary Graphical User Interface,Dustinchester,Female,Croatia,7/9/2016 11:18,0
80.31,28,53058.91,217.37,Intuitive exuding service-desk,Jamiefort,Female,Serbia,5/6/2016 21:07,0
71.84,39,48335.2,140.46,Cloned object-oriented benchmark,Port Destiny,Male,Liechtenstein,1/3/2016 16:01,1
49.21,27,39193.45,131.29,Front-line dynamic model,Olsonside,Male,Switzerland,7/3/2016 4:11,0
67.85,28,51662.24,221.79,Organized global flexibility,Hannaport,Male,Luxembourg,1/23/2016 17:39,1
53.63,36,76003.47,140.46,Innovative background conglomeration,North Randy,Female,Belize,5/8/2016 22:24,1
80.31,31,55121.65,217.37,Inverse local hub,Hernandezfort,Female,Czech Republic,6/21/2016 14:32,0
49.21,27,36752.24,190.17,Configurable tertiary capability,Youngfort,Female,Austria,2/10/2016 19:20,1
82.87,42,60514.05,243.61,Innovative interactive portal,Lake Jennifer,Female,Czech Republic,4/6/2016 11:24,1
84.73,30,58543.94,140.46,Reverse-engineered context-sensitive emulation,Sanchezland,Female,El Salvador,2/10/2016 19:20,1
71.03,28,71222.4,139.01,Fully-configurable incremental Graphical User Interface,Jensenton,Female,Peru,5/8/2016 22:24,1
41.73,28,56180.93,207.17,Sharable reciprocal project,West Joseph,Male,Croatia,4/21/2016 19:56,0
82.52,30,33293.78,167.22,Total 5thgeneration standardization,Bradleyside,Female,Qatar,1/5/2016 20:58,0
69.88,49,45632.51,168.34,Cloned explicit middleware,Lake Charlottestad,Female,Bahamas,4/5/2016 18:02,1
66.08,33,41547.62,204.02,Customizable tangible hierarchy,New Thomas,Male,Vanuatu,7/9/2016 11:04,0
60.7,19,60968.62,163,Synergized coherent interface,South Cynthiashire,Male,Greece,7/3/2016 4:11,0
82.07,22,31215.88,136.21,Focused multi-state workforce,North Angelatown,Female,Austria,7/3/2016 4:11,0
60.39,32,55424.24,172.83,Focused upward-trending core,Lisafort,Female,Venezuela,4/28/2016 22:54,0
80.3,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,4/4/2016 20:01,1
79.52,48,43974.49,123.13,Integrated coherent pricing structure,Port Michaelmouth,Female,Hungary,1/15/2016 22:49,1
68.88,42,60514.05,238.58,Innovative interactive portal,Lake Jennifer,Female,Czech Republic,4/6/2016 11:24,1
38.37,54,38609.2,182.2,Virtual scalable secured line,Whiteport,Female,Gabon,3/31/2016 20:55,1
51.3,38,71455.62,230.93,Virtual bandwidth-monitored initiative,Port Christinemouth,Female,Western Sahara,1/15/2016 19:40,1
76.56,34,59785.94,183.82,Function-based incremental standardization,Patriciahaven,Female,Brunei Darussalam,4/10/2016 19:48,0
49.21,27,66187.58,190.17,Organic 3rdgeneration encryption,North Randy,Female,Belgium,5/13/2016 14:12,1
59.51,30,58677.69,140.15,Self-enabling even-keeled methodology,Williamsport,Female,Guinea,6/11/2016 6:47,1
44.33,31,44275.13,139.01,Phased hybrid superstructure,Tinachester,Female,Gabon,4/7/2016 1:57,1
82.07,43,68787.09,122.31,Devolved zero administration intranet,North Kimberly,Female,Northern Mariana Islands,4/17/2016 21:39,1
73.18,31,57739.03,128.37,Sharable reciprocal project,Pearsonfort,Male,Maldives,3/30/2016 1:05,0
81.75,19,69646.35,163,Stand-alone explicit orchestration,Carterland,Female,Ireland,6/12/2016 21:21,0
56.39,46,54286.1,229.12,Configurable tertiary capability,Carterland,Female,Belgium,4/15/2016 15:07,1
67.56,28,71222.4,230.52,Intuitive exuding service-desk,Westshire,Female,Mongolia,1/23/2016 17:39,1
60.23,33,44174.25,196.77,Synchronized multi-tasking ability,Silvaton,Male,Australia,5/12/2016 21:32,1
39.3,29,72203.96,217.1,Managed client-server access,Mataberg,Male,Iran,7/8/2016 3:47,0
45.01,26,61840.26,149.79,Horizontal intermediate monitoring,East Kevinbury,Male,Hong Kong,3/11/2016 6:49,0
80.3,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,4/4/2016 20:01,1
83.71,31,61840.26,207.17,Horizontal heuristic support,Port Calvintown,Male,Czech Republic,6/16/2016 2:01,0
81.98,50,43974.49,123.13,Team-oriented dynamic forecast,Burgessside,Female,Saint Vincent and the Grenadines,4/4/2016 7:07,1
55.92,34,59785.94,168.34,Cloned explicit middleware,New Tinamouth,Female,Turkmenistan,2/27/2016 8:52,0
60.23,55,66291.67,158.42,Business-focused client-driven forecast,Combsstad,Male,Turkey,3/14/2016 4:34,1
67.56,27,64021.55,193.29,Exclusive systematic algorithm,Westshire,Female,Belgium,2/27/2016 12:34,1
51.38,27,36884.23,184.94,Decentralized needs-based analyzer,East Heatherside,Male,Zimbabwe,7/3/2016 4:11,0
37,32,55424.24,219.94,Horizontal client-server database,Hernandezside,Male,Bolivia,6/29/2016 10:50,0
60.23,43,27241.11,198.45,Optimized upward-trending productivity,Port Jeffrey,Male,Northern Mariana Islands,4/3/2016 21:13,1
80.3,28,71222.4,217.37,Streamlined homogeneous analyzer,Reyesfurt,Female,Georgia,1/27/2016 12:38,0
65.56,29,68357.96,209.93,Centralized systematic knowledgebase,Youngfort,Female,Cayman Islands,1/3/2016 5:34,1
51.24,36,76003.47,140.46,Reverse-engineered context-sensitive emulation,Elizabethport,Female,Liechtenstein,5/8/2016 22:24,1
84.33,25,52011,233.85,Integrated interactive support,West Aprilport,Female,Mexico,7/8/2016 17:14,0
89.05,42,59243.46,143.13,Innovative interactive portal,Stewartbury,Male,Micronesia,6/24/2016 8:42,1
82.07,22,63363.04,136.21,Customizable modular Internet solution,Combsstad,Female,Russian Federation,7/3/2016 4:11,0
56.3,37,58235.21,217.37,Realigned global initiative,Lake James,Male,Australia,6/16/2016 2:01,0
79.54,44,56782.18,180.47,Grass-roots empowering paradigm,Hubbardmouth,Female,Jersey,5/19/2016 14:30,1
49.21,29,53431.35,233.04,Configurable mission-critical algorithm,South Troy,Female,Belgium,3/24/2016 2:01,1
52.84,23,25739.09,211.38,Future-proofed coherent budgetary management,Hubbardmouth,Male,China,3/9/2016 3:41,1
71.03,28,53058.91,258.62,Mandatory empowering focus group,Westshire,Female,Mongolia,2/27/2016 12:34,1
65.77,23,25739.09,236.87,Front-line multi-state hub,Hubbardmouth,Female,Zimbabwe,4/27/2016 4:28,1
55.6,54,53188.69,120.75,Virtual scalable secured line,Olsonstad,Male,Somalia,3/31/2016 20:55,1
82.07,43,53922.43,121.28,Polarized tangible collaboration,Port Jeffrey,Female,Bangladesh,5/9/2016 21:54,1
65.07,43,40183.75,190.12,Managed impactful definition,Port Robin,Male,Saint Vincent and the Grenadines,2/27/2016 8:52,1
80.3,24,52252.91,258.62,Reverse-engineered context-sensitive emulation,West Ricardo,Female,Uganda,1/20/2016 0:26,1
65.59,39,53012.94,128.62,Intuitive exuding service-desk,Jonathanland,Female,Serbia,5/8/2016 22:24,0
74.06,49,45632.51,168.34,Advanced 24/7 productivity,West Brandonton,Female,Netherlands,5/8/2016 12:51,1
46.61,43,60997.84,121.28,Polarized tangible collaboration,North Kimberly,Female,Bangladesh,1/4/2016 7:28,1
44.4,32,38609.2,172.83,Focused upward-trending core,Lisafort,Male,Bahamas,4/28/2016 22:54,0
74.54,41,64828,126.39,Synergistic reciprocal attitude,Michaelmouth,Male,Western Sahara,1/2/2016 14:36,1
49.21,30,30726.26,201.15,Total 5thgeneration standardization,Kristinfurt,Female,Bahamas,1/31/2016 4:10,1
74.07,37,37334.78,124.44,Up-sized incremental encryption,Lake James,Female,Algeria,2/3/2016 7:59,1
52.84,42,57868.44,188.56,Enhanced optimizing website,Hubbardmouth,Male,Czech Republic,4/6/2016 11:24,1
59.51,40,31265.75,244.91,Business-focused transitional solution,Reyesfurt,Male,Ghana,5/8/2016 10:25,0
70.09,25,55195.61,154.77,Cloned incremental matrices,West Arielstad,Male,Bulgaria,7/8/2016 3:47,0
45.48,24,52252.91,182.2,Mandatory empowering focus group,East Carlos,Female,Argentina,4/19/2016 5:15,0
71.84,31,59677.64,161.16,Optional full-range projection,East Connie,Male,Hong Kong,1/3/2016 3:22,0
58.95,36,67511.86,109.29,Operative stable moderator,Sandraland,Male,Senegal,3/18/2016 13:00,0
67.56,39,71455.62,138.87,Robust holistic application,South Henry,Female,South Africa,2/29/2016 23:56,1
79.6,42,60514.05,158.35,Enhanced optimizing website,Hubbardmouth,Male,Czech Republic,4/6/2016 11:24,1
82.07,22,31215.88,128.16,Open-source 5thgeneration leverage,Port Katelynview,Female,Central African Republic,7/6/2016 5:34,1
89.05,38,53922.43,230.93,Vision-oriented attitude-oriented Internet solution,Michelleside,Female,Uganda,4/4/2016 11:39,1
43.49,37,57806.03,195.69,Total directional approach,New Brandy,Male,Australia,4/12/2016 14:01,1
69.5,28,74623.27,217.37,Digitized content-based circuit,Reyesfurt,Female,Venezuela,2/26/2016 22:46,0
35.49,39,38067.08,124.44,Intuitive exuding service-desk,Port Raymondfort,Female,Kyrgyz Republic,1/3/2016 7:13,0
73.49,26,53336.76,131.68,Reactive composite project,East Kevinbury,Male,Andorra,3/11/2016 6:49,0
51.24,36,50628.31,141.52,Future-proofed methodical protocol,Youngfort,Male,Moldova,3/4/2016 10:13,1
55.6,35,73889.99,226.54,Secured secondary superstructure,Phelpschester,Male,Zimbabwe,7/2/2016 20:23,0
48.86,27,64045.93,131.29,Configurable tertiary capability,Lake Jose,Female,Australia,4/15/2016 15:07,1
55.6,24,52252.91,182.2,Up-sized 6thgeneration moratorium,West Ricardo,Female,Algeria,1/12/2016 21:17,1
37,30,57877.15,182.2,Synchronized systemic hierarchy,Reyesfurt,Female,Bahamas,4/13/2016 13:04,0
51.24,36,70592.81,140.46,Multi-layered fresh-thinking neural-net,North Brandon,Female,Montenegro,7/8/2016 3:47,0
37.45,39,56180.93,141.96,Managed zero tolerance concept,West Angelabury,Male,Albania,1/14/2016 16:30,0
81.58,25,50506.44,176.28,Pre-emptive next generation Internet solution,West Aprilport,Female,Qatar,6/10/2016 0:35,0
76.27,38,56782.18,120.06,Centralized systematic knowledgebase,Johnsontown,Female,Brazil,6/17/2016 20:18,1
81.58,41,57846.68,126.39,Synergistic reciprocal attitude,West Lisa,Female,El Salvador,1/27/2016 18:25,1
89.05,50,57868.44,163.48,Fully-configurable neutral open system,Wintersfort,Male,Northern Mariana Islands,7/6/2016 23:09,1
59.05,48,52736.33,212.38,Function-based context-sensitive secured line,Burgessside,Male,Turkey,7/17/2016 1:13,1
74.54,41,55121.65,158.8,Ergonomic client-driven application,Garciatown,Female,Cuba,7/13/2016 21:31,0
61.22,25,50506.44,254.57,Customizable multi-tasking website,West Aprilport,Male,Austria,3/8/2016 18:00,0
83.71,23,42162.9,211.38,Future-proofed coherent budgetary management,Hubbardmouth,Male,Czech Republic,3/9/2016 3:41,1
54.88,33,43974.49,123.13,Compatible composite project,Silvaton,Female,Greece,2/27/2016 20:20,1
39.3,27,14548.06,131.29,Configurable tertiary capability,Olsonside,Male,Estonia,6/17/2016 20:18,0
50.19,36,25686.34,115.26,Team-oriented zero-defect initiative,Edwardsport,Male,Hong Kong,4/28/2016 2:55,0
51.24,36,59240.24,222.25,Multi-layered fresh-thinking neural-net,Garciatown,Female,Senegal,2/26/2016 19:48,0
44.46,33,73941.91,196.77,Multi-tiered foreground Graphic Interface,Johnsontown,Female,Indonesia,5/12/2016 21:32,0
43.49,27,36884.23,131.29,Assimilated encompassing portal,Mosleyburgh,Female,Myanmar,7/3/2016 4:11,0
51.24,36,32549.95,141.52,Decentralized attitude-oriented interface,Port Cassie,Female,Liechtenstein,1/3/2016 16:01,1
59.59,50,43974.49,123.13,Realigned content-based leverage,East Rachelview,Female,Tonga,4/4/2016 7:07,1
35.61,53,57877.15,172.83,Cross-platform logistical pricing structure,Kristinfurt,Female,Montenegro,2/17/2016 13:16,1
56.39,46,54286.1,193.29,Configurable tertiary capability,Lake Evantown,Female,Belgium,4/15/2016 15:07,1
49.21,30,42696.67,140.15,Visionary maximized process improvement,Yangside,Male,United States of America,7/21/2016 10:54,1
77.14,33,53673.08,162.03,Stand-alone well-modulated product,East Carlos,Female,Indonesia,6/10/2016 11:31,0
80.47,38,57868.44,130.83,User-friendly grid-enabled analyzer,Stewartbury,Male,Western Sahara,5/19/2016 14:30,1
37.45,31,61840.26,207.17,Sharable reciprocal project,New Michael,Male,Singapore,6/21/2016 14:32,0
59.51,30,57877.15,201.58,Managed 6thgeneration hierarchy,Reyesfurt,Male,Bolivia,5/8/2016 10:25,0
82.07,22,63363.04,121.07,Customizable modular Internet solution,Combsstad,Female,Eritrea,7/3/2016 4:11,0
82.79,35,51119.93,226.54,Optional multi-state hardware,Phelpschester,Male,French Southern Territories,3/18/2016 13:22,1
77.66,34,40183.75,114.53,Cloned explicit middleware,Williamsmouth,Male,Namibia,3/11/2016 0:05,1
68.01,43,53922.43,163.48,Focused coherent success,North Mercedes,Male,Turkey,4/3/2016 21:13,1
60.23,50,74543.81,122.31,Reverse-engineered maximized focus group,North Kristine,Female,Finland,5/9/2016 21:54,1
40.47,33,77988.71,230.95,Stand-alone well-modulated product,West Connor,Female,Indonesia,1/14/2016 9:27,0
38.37,32,70505.06,182.2,Up-sized 6thgeneration moratorium,Hernandezside,Female,Lebanon,6/9/2016 21:43,1
65.65,30,58677.69,228.81,Total 5thgeneration standardization,North Daniel,Female,Guinea,2/10/2016 19:20,1
54.88,22,67058.72,121.07,Optimized upward-trending productivity,West Shannon,Female,Fiji,2/28/2016 6:41,0
82.07,41,57846.68,158.8,Function-based optimizing protocol,Sarahton,Female,Cuba,1/12/2016 3:28,1
51.24,32,66744.65,190.05,Up-sized 6thgeneration moratorium,Lake Matthewland,Female,Fiji,6/9/2016 21:43,1
44.78,38,57868.44,230.93,Profit-focused dedicated utilization,Bowenview,Female,Western Sahara,5/19/2016 14:30,1
44.72,27,39193.45,184.94,Decentralized needs-based analyzer,East Heatherside,Male,Zimbabwe,3/23/2016 21:06,0
80.47,49,64564.07,187.76,Enhanced homogeneous moderator,Michaelmouth,Male,Croatia,2/5/2016 16:50,1
78.36,51,57868.44,230.93,Reactive impactful challenge,New Travistown,Female,Bangladesh,5/9/2016 21:54,1
66.4,36,76003.47,140.46,Reverse-engineered context-sensitive emulation,Lake Kurtmouth,Female,Zimbabwe,7/6/2016 5:34,0
75.55,36,76003.47,140.46,Up-sized incremental encryption,Timothyfurt,Female,Australia,1/3/2016 16:01,1
80.31,28,39799.73,207.17,Inverse local hub,Reyesfurt,Female,Croatia,2/26/2016 1:18,0
40.04,23,60514.05,222.87,Enhanced optimizing website,Hubbardmouth,Female,Gabon,1/14/2016 14:00,1
49.21,44,48335.2,137.24,Synergized context-sensitive database,New Travistown,Female,El Salvador,2/20/2016 0:06,1
51.87,49,45632.51,195.69,Devolved human-resource circuit,West Brandonton,Male,Australia,4/4/2016 20:01,1
78.7,26,59593.56,109.98,Decentralized client-driven data-warehouse,East Kevinbury,Male,Albania,7/8/2016 17:14,0
51.56,29,53431.35,141.34,Inverse discrete extranet,East Johnport,Female,Egypt,1/14/2016 0:23,1
79.52,43,53922.43,122.31,Reverse-engineered maximized focus group,Port Jeffrey,Female,Bangladesh,4/17/2016 21:39,1
74.54,50,59886.58,226.79,Focused coherent success,Wilcoxport,Male,Turkey,2/12/2016 10:39,1
82.07,33,43974.49,196.77,Multi-tiered foreground Graphic Interface,Youngfort,Female,Grenada,1/16/2016 23:37,1
61.09,26,51463.17,202.18,Multi-layered fresh-thinking neural-net,North Tiffany,Female,Angola,5/15/2016 13:18,0
59.51,30,42696.67,109.07,Business-focused transitional solution,Amyfurt,Male,Bolivia,1/5/2016 7:52,1
81.75,40,67479.62,140.46,Programmable uniform website,East Carlos,Female,Burundi,6/12/2016 21:21,0
69.88,34,34191.23,168.34,Up-sized bi-directional infrastructure,Kingshire,Female,Turkmenistan,3/11/2016 0:05,0
59.05,22,63363.04,121.07,Customizable modular Internet solution,Combsstad,Female,Mali,7/3/2016 4:11,0
55.6,35,42993.48,225.58,Robust uniform framework,Wrightburgh,Female,Myanmar,7/18/2016 1:36,0
59.51,40,59550.05,140.15,Vision-oriented attitude-oriented Internet solution,Williamsport,Female,Uganda,2/17/2016 20:22,1
60.7,27,69646.35,178.35,Progressive 24/7 definition,Garciatown,Female,Spain,7/3/2016 4:11,0
32.6,46,54251.78,120.75,Diverse modular interface,New Taylorburgh,Male,Vanuatu,7/3/2016 4:11,0
51.87,52,43450.11,195.69,Managed client-server access,West Brandonton,Male,Australia,4/4/2016 20:01,1
44.57,36,50628.31,115.26,Team-oriented zero-defect initiative,Williammouth,Male,Kazakhstan,2/6/2016 23:08,0
34.78,36,50628.31,192.57,Synergized coherent interface,Lake Patrick,Male,Indonesia,6/20/2016 8:22,0
81.98,34,40183.75,160.03,Cloned explicit middleware,Kingshire,Male,Namibia,3/11/2016 0:05,0
55.6,24,52252.91,182.2,Devolved human-resource circuit,West James,Female,Algeria,3/3/2016 22:31,0
56.3,39,31281.01,126.97,User-friendly client-server instruction set,North Regina,Male,American Samoa,4/7/2016 15:18,0
76.64,35,50723.67,185.46,Optional multi-state hardware,North Johnside,Female,Spain,3/1/2016 22:06,0
56.39,29,69718.19,191.82,Programmable uniform website,East Brittanyville,Female,Saint Helena,6/3/2016 1:14,0
47.74,40,75524.78,111.94,Synergized coherent interface,Williamport,Male,Moldova,5/30/2016 20:08,1
84.73,53,70492.6,109.07,Business-focused transitional solution,South Walter,Male,Bolivia,5/30/2016 20:08,1
79.52,35,50723.67,120.63,Robust uniform framework,New Darlene,Female,Finland,1/5/2016 20:58,0
83.71,44,50723.67,187.76,Exclusive even-keeled moratorium,Stewartbury,Female,Norway,4/21/2016 19:56,1
59.51,29,69646.35,191.82,Digitized content-based circuit,Evansfurt,Female,Israel,6/12/2016 21:21,0
56.39,46,54286.1,193.29,Configurable tertiary capability,Richardsonshire,Female,Mexico,4/6/2016 14:16,1
47.64,29,72203.96,217.1,Managed client-server access,Evansfurt,Male,Burundi,1/25/2016 7:52,0
79.52,38,56782.18,122.04,Virtual bandwidth-monitored initiative,Lake Kurtmouth,Female,Hungary,1/15/2016 19:40,1
60.23,48,52736.33,212.38,Function-based context-sensitive secured line,Burgessside,Male,Turkey,7/17/2016 1:13,1
82.07,43,56770.79,121.28,Reverse-engineered maximized focus group,Port Jeffrey,Female,Bangladesh,4/21/2016 9:30,1
59.51,40,62669.59,244.91,Front-line dynamic model,South Adamhaven,Male,Puerto Rico,3/18/2016 13:00,0
34.3,44,50723.67,197.93,Exclusive even-keeled moratorium,Brianfurt,Female,Bulgaria,7/5/2016 18:59,1
55.6,24,52252.91,182.2,Up-sized 6thgeneration moratorium,West James,Female,Serbia,3/3/2016 22:31,1
59.51,29,69646.35,200.71,Self-enabling local strategy,East Carlos,Female,Senegal,6/12/2016 21:21,0
37.45,31,59886.58,133.17,Integrated client-server definition,Boyerberg,Male,Hong Kong,2/16/2016 9:11,0
80.3,49,39031.89,195.69,Managed client-server access,Penatown,Male,Australia,4/4/2016 20:01,1
44.78,26,56694.12,131.68,Optional secondary access,East Kevinbury,Female,Austria,7/5/2016 18:59,1
59.59,48,52736.33,212.38,Function-based context-sensitive secured line,Burgessside,Male,Turkey,7/17/2016 1:13,1
75.42,53,57877.15,142.81,Business-focused transitional solution,Ryanhaven,Male,Bolivia,1/9/2016 3:45,1
34.78,54,60333.38,122.59,Front-line bandwidth-monitored capacity,Reyesfurt,Female,Greece,1/17/2016 18:45,0
